,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,BLK,STL,AST,TOV,PTS,PER,TS%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
17619,Grant Williams,2498760,2617800,22,BOS,63,18.1,2.0,.372,2.8,0.4,0.5,1.0,0.9,4.7,7.5,.546,0.1,1.0,1.1,-4.0,0.0,-4.0,-0.6
17620,Tyrese Maxey,2478840,2602920,20,PHI,61,15.3,1.7,.301,1.7,0.2,0.4,2.0,0.7,8.0,14.5,.531,0.8,1.1,1.9,-1.3,-0.6,-1.9,0.0
17621,Chandler Hutchison,2443440,4019459,24,TOT,25,13.8,0.9,.364,3.1,0.2,0.5,0.7,0.8,4.3,6.8,.469,-0.5,0.4,-0.1,-5.9,-0.2,-6.1,-0.4
17630,Darius Bazley,2399160,2513040,20,OKC,55,31.2,5.2,.290,7.2,0.5,0.5,1.8,2.2,13.7,9.7,.491,-2.3,1.4,-0.9,-3.1,-1.4,-4.4,-1.0
17631,Zeke Nnaji,2379840,2498760,20,DEN,42,9.5,1.4,.407,1.5,0.1,0.2,0.2,0.2,3.2,11.3,.615,0.6,0.3,0.9,-0.7,-1.4,-2.1,0.0
17632,Aaron Holiday,2345640,3980551,24,IND,66,17.8,2.8,.368,1.3,0.2,0.7,1.9,1.0,7.2,9.2,.503,-0.6,0.8,0.2,-3.2,-1.0,-4.1,-0.6
17633,Bryn Forbes,2337145,2454002,27,MIL,70,19.3,4.9,.452,1.6,0.0,0.3,0.6,0.6,10.0,12.8,.631,2.0,0.7,2.7,0.4,-1.8,-1.4,0.2
17634,E'Twaun Moore,2331593,0,31,PHO,27,14.4,1.3,.314,1.7,0.2,0.6,1.5,0.9,4.9,10.4,.523,0.0,0.4,0.4,-3.7,0.5,-3.1,-0.1
17635,Markieff Morris,2331593,0,31,LAL,61,19.7,3.4,.311,4.4,0.3,0.4,1.2,0.9,6.7,9.3,.509,-0.2,1.8,1.6,-2.8,-0.2,-3.0,-0.3
17636,Reggie Jackson,2331593,0,30,LAC,67,23.0,4.2,.433,2.9,0.1,0.6,3.1,1.1,10.7,14.2,.576,2.3,1.4,3.7,0.5,-0.5,0.1,0.8
17655,Bismack Biyombo,2331593,0,28,CHO,66,20.4,0.0,.000,5.3,1.1,0.3,1.2,1.1,5.0,11.7,.574,0.9,1.4,2.3,-3.2,-0.1,-3.3,-0.5
17656,Hassan Whiteside,2320044,0,31,SAC,36,15.2,0.0,.000,6.0,1.3,0.3,0.6,1.1,8.1,19.2,.566,0.3,0.6,0.9,-1.8,-0.6,-2.5,-0.1
17657,Kent Bazemore,2320044,0,31,GSW,67,19.9,2.7,.408,3.4,0.5,1.0,1.6,1.2,7.2,10.6,.564,-0.2,2.1,1.8,-2.9,1.3,-1.7,0.1
17676,Luke Kornet,2304878,0,25,TOT,31,11.2,1.9,.254,2.2,1.0,0.1,0.8,0.2,3.4,13.3,.511,0.2,0.5,0.7,-0.7,1.3,0.6,0.2
17685,Ty Jerome,2303040,2412840,23,OKC,33,23.9,5.1,.423,2.8,0.2,0.6,3.6,1.4,10.7,13.4,.585,0.9,0.4,1.3,0.1,-0.4,-0.3,0.3
17688,Mike Muscala,2283034,0,29,OKC,35,18.4,5.3,.370,3.8,0.3,0.2,0.8,0.6,9.7,14.7,.599,0.9,0.4,1.3,0.8,-1.2,-0.3,0.3
17707,Anfernee Simons,2252040,3938818,21,POR,64,17.3,4.4,.426,2.2,0.1,0.3,1.4,0.7,7.8,12.3,.589,1.5,0.3,1.8,0.6,-1.8,-1.3,0.2
17708,Brad Wanamaker,2250000,0,31,TOT,61,17.3,1.4,.188,1.7,0.2,0.7,2.9,1.2,5.5,9.5,.489,-0.2,1.0,0.9,-4.6,-0.2,-4.8,-0.7
17717,Nassir Little,2210640,2316240,20,POR,48,13.3,1.7,.350,2.7,0.3,0.1,0.5,0.4,4.6,11.6,.589,0.9,0.2,1.1,-1.1,-2.0,-3.1,-0.2
17718,R.J. Hampton,2193480,2303040,19,TOT,51,17.4,1.7,.310,3.5,0.2,0.4,1.7,1.0,6.9,11.1,.507,-0.3,0.7,0.4,-2.9,-0.9,-3.8,-0.4
17727,Matthew Dellavedova,2174318,0,30,CLE,13,17.2,1.9,.160,1.8,0.1,0.3,4.5,0.5,2.8,7.3,.312,-0.1,0.1,0.0,-4.6,-2.0,-6.6,-0.3
17728,Solomon Hill,2174318,0,29,ATL,71,21.3,3.0,.321,3.0,0.2,0.7,1.1,0.6,4.5,6.7,.498,0.1,1.2,1.3,-3.0,0.2,-2.8,-0.3
17761,Edmond Sumner,2160000,2320000,25,IND,53,16.2,1.7,.398,1.8,0.2,0.6,0.9,1.0,7.5,12.7,.626,0.7,0.7,1.4,-2.3,-0.6,-2.9,-0.2
17762,Dylan Windler,2137440,2239200,24,CLE,31,16.5,2.5,.338,3.5,0.4,0.6,1.1,1.0,5.2,10.8,.567,0.0,0.5,0.5,-1.8,0.1,-1.7,0.0
17763,Immanuel Quickley,2105520,2210640,21,NYK,64,19.4,4.7,.389,2.1,0.2,0.5,2.0,0.9,11.4,15.8,.557,1.8,1.4,3.2,1.5,-0.9,0.6,0.8
17764,John Konchar,2093023,2197674,24,MEM,43,13.4,1.3,.375,3.0,0.2,0.7,1.1,0.4,4.3,14.8,.608,0.9,0.8,1.7,-0.4,1.3,0.9,0.4
17765,Landry Shamet,2090040,3768342,23,BRK,61,23.0,5.5,.387,1.8,0.2,0.5,1.6,0.8,9.3,10.3,.578,1.2,0.6,1.8,-1.1,-1.5,-2.5,-0.2
17766,Mfiondu Kabengele,2075880,0,23,TOT,39,7.2,1.3,.260,1.5,0.3,0.2,0.4,0.4,2.4,9.5,.486,-0.2,0.3,0.2,-4.5,0.0,-4.5,-0.2
17775,Jordan Poole,2063280,2161440,21,GSW,51,19.4,5.4,.351,1.8,0.2,0.5,1.9,1.0,12.0,15.1,.581,1.1,0.9,1.9,0.8,-1.4,-0.6,0.4
17776,Bol Bol,2058240,2161152,21,DEN,32,5.0,0.8,.375,0.8,0.3,0.1,0.2,0.4,2.2,9.4,.534,-0.2,0.2,0.0,-3.6,-0.7,-4.4,-0.1
17777,Keldon Johnson,2048040,2145720,21,SAS,69,28.5,2.6,.331,6.0,0.3,0.6,1.8,1.1,12.8,13.8,.557,1.6,1.7,3.3,-0.8,-1.1,-1.9,0.0
17778,Payton Pritchard,2035800,2137440,23,BOS,66,19.2,3.8,.411,2.4,0.1,0.6,1.8,0.8,7.7,12.4,.582,1.6,0.9,2.5,-0.4,-0.7,-1.1,0.3
17779,Kevin Porter Jr.,2033160,2130240,20,HOU,26,32.1,6.2,.311,3.8,0.3,0.7,6.3,3.5,16.6,12.5,.528,-0.3,0.3,0.0,-1.3,-2.4,-3.8,-0.4
17780,Robert Williams,2029920,3661976,23,BOS,52,18.9,0.0,.000,6.9,1.8,0.8,1.8,1.0,8.0,25.7,.719,3.4,1.9,5.3,3.0,3.1,6.1,2.0
17781,Langston Galloway,2028594,0,29,PHO,40,11.0,2.1,.424,1.1,0.0,0.2,0.7,0.3,4.8,12.1,.605,0.6,0.3,0.9,-0.2,-1.2,-1.4,0.1
17782,Tyler Johnson,2028594,0,28,BRK,39,17.5,3.4,.364,2.0,0.0,0.4,1.2,0.4,5.4,8.2,.546,0.4,0.3,0.7,-2.5,-1.3,-3.8,-0.3
17783,Gary Clark,2000000,2100000,26,TOT,39,16.8,2.8,.287,2.9,0.2,0.3,0.8,0.4,3.1,6.0,.436,-0.3,0.4,0.1,-4.0,-0.9,-4.9,-0.5
17799,Théo Maledon,2000000,2000000,19,OKC,65,27.4,4.8,.335,3.2,0.2,0.9,3.5,2.2,10.1,8.2,.489,-1.9,1.1,-0.8,-4.1,-1.1,-5.2,-1.4
17800,Kenrich Williams,2000000,2000000,26,OKC,66,21.6,1.8,.444,4.1,0.3,0.8,2.3,1.2,8.0,14.0,.599,1.6,1.2,2.8,-1.1,0.7,-0.3,0.6
17801,Damyean Dotson,2000000,2000000,26,CLE,46,19.7,3.5,.289,2.0,0.1,0.3,2.0,0.9,6.7,8.1,.499,-0.4,0.3,0.0,-3.3,-1.6,-4.8,-0.6
17802,Cameron Payne,1977011,0,26,PHO,60,18.0,2.8,.440,2.4,0.3,0.6,3.6,1.0,8.4,17.4,.602,2.4,1.2,3.6,1.7,0.9,2.6,1.3
17803,Udoka Azubuike,1977000,2075880,21,UTA,15,3.8,0.0,0,0.9,0.3,0.1,0.0,0.2,1.1,10.3,.597,0.0,0.1,0.1,-5.6,0.7,-4.9,0.0
17804,Jaden McDaniels,1964760,2063280,20,MIN,63,24.0,3.1,.364,3.7,1.0,0.6,1.1,0.7,6.8,8.9,.552,0.5,0.9,1.4,-3.4,-0.3,-3.8,-0.7
17805,Malachi Flynn,1950600,2048040,22,TOR,47,19.7,3.6,.321,2.5,0.1,0.8,2.9,0.9,7.5,10.9,.484,0.0,0.8,0.8,-2.8,0.0,-2.8,-0.2
17806,Desmond Bane,1936440,2033160,22,MEM,68,22.3,4.0,.432,3.1,0.2,0.6,1.7,0.9,9.2,12.2,.600,1.6,1.3,2.9,-0.7,-0.3,-1.0,0.4
17807,Anderson Varejão,1913345,0,38,CLE,5,7.2,0.2,.000,4.0,0.4,0.0,0.6,0.2,2.6,12.9,.326,-0.1,0.0,0.0,-4.0,-2.2,-6.2,0.0
17808,Jontay Porter,1904762,2000000,21,MEM,11,4.9,0.7,.375,1.3,0.1,0.3,0.1,0.6,2.0,9.2,.640,-0.1,0.1,0.0,-6.8,0.3,-6.5,-0.1
17809,Jahlil Okafor,1882867,2130023,25,DET,27,12.9,0.3,.222,2.4,0.2,0.2,0.5,0.8,5.4,13.1,.644,0.3,0.3,0.6,-2.4,-1.1,-3.5,-0.1
17810,Raul Neto,1882867,0,28,WAS,64,21.9,2.6,.390,2.4,0.1,1.1,2.3,0.8,8.7,13.0,.575,1.5,1.3,2.8,-1.5,0.6,-0.8,0.4
17811,JaKarr Sampson,1882867,0,27,IND,29,10.9,0.5,.200,2.7,0.5,0.1,0.1,0.5,4.6,10.9,.533,0.0,0.3,0.3,-5.1,-2.3,-7.4,-0.4
17812,Frank Kaminsky,1882867,0,27,PHO,47,15.2,1.8,.365,4.0,0.4,0.3,1.7,0.5,6.6,15.8,.547,1.1,0.9,2.0,0.3,0.8,1.1,0.6
17813,David Nwaba,1862250,0,28,HOU,30,22.6,2.1,.270,3.9,0.7,1.0,1.0,0.6,9.2,14.4,.557,0.7,0.6,1.3,-1.3,1.0,-0.3,0.3
17814,Marquese Chriss,1824003,0,23,GSW,2,13.5,2.5,.200,6.5,1.0,0.0,1.0,1.0,6.5,11.8,.412,-0.1,0.1,0.0,-2.2,-1.0,-3.2,0.0
17815,Timothé Luwawu-Cabarrot,1824003,0,25,BRK,58,18.1,4.1,.314,2.2,0.1,0.6,1.2,0.7,6.4,7.8,.493,-0.3,0.7,0.3,-3.2,-1.7,-4.9,-0.8
17816,Georges Niang,1783557,0,27,UTA,72,16.0,4.1,.425,2.4,0.1,0.3,0.8,0.7,6.9,11.4,.602,1.2,1.4,2.6,-0.5,0.1,-0.4,0.5
17817,Rodions Kurucs,1780152,1861068,22,TOT,21,6.0,1.0,.286,1.1,0.2,0.4,0.5,0.6,1.5,6.3,.459,-0.3,0.2,-0.1,-7.0,2.5,-4.6,-0.1
17833,Damion Lee,1762796,1910860,28,GSW,57,18.9,3.4,.397,3.2,0.1,0.7,1.3,0.5,6.5,11.8,.636,1.4,1.3,2.7,-0.8,0.5,-0.3,0.5
17834,Furkan Korkmaz,1762796,0,23,PHI,55,19.3,4.9,.375,2.1,0.2,0.9,1.5,0.8,9.1,12.8,.544,0.6,1.5,2.0,-0.3,0.1,-0.3,0.5
17835,Alfonzo McKinnie,1762796,1910860,28,LAL,39,6.6,1.0,.410,1.4,0.0,0.2,0.2,0.1,3.1,15.5,.604,0.5,0.3,0.8,0.4,-1.2,-0.8,0.1
17836,Abdel Nader,1752950,0,27,PHO,24,14.8,1.8,.419,2.6,0.4,0.4,0.8,0.8,6.7,13.4,.605,0.3,0.4,0.7,-1.2,0.8,-0.4,0.2
17837,Semi Ojeleye,1752950,0,26,BOS,56,17.0,2.8,.367,2.6,0.0,0.3,0.7,0.4,4.6,8.3,.553,0.7,0.6,1.2,-1.5,-1.2,-2.7,-0.2
17838,DeAndre' Bembry,1737145,1977011,26,TOR,51,19.1,1.0,.264,2.9,0.4,1.0,2.1,1.4,5.7,11.2,.570,0.1,1.1,1.2,-3.2,1.2,-2.1,0.0
17839,Willy Hernangómez,1727145,0,26,NOP,47,18.0,0.2,.100,7.1,0.5,0.5,1.1,0.7,7.8,19.6,.591,1.9,1.0,2.9,1.1,-1.1,-0.1,0.4
17840,Shake Milton,1701593,1846738,24,PHI,63,23.2,3.2,.350,2.3,0.3,0.6,3.1,1.6,13.0,14.6,.549,1.1,1.6,2.8,-0.9,-1.2,-2.1,0.0
17841,Thanasis Antetokounmpo,1701593,0,28,MIL,57,9.7,0.5,.241,2.2,0.2,0.4,0.8,0.8,2.9,10.3,.523,0.0,0.6,0.7,-3.6,-0.3,-3.9,-0.3
17842,Brandon Goodwin,1701593,0,25,ATL,47,13.2,2.2,.311,1.5,0.0,0.4,2.0,0.8,4.9,9.2,.471,-0.2,0.4,0.2,-2.7,-0.8,-3.5,-0.2
17843,Wesley Iwundu,1678854,1824003,26,TOT,41,13.1,1.0,.122,2.2,0.1,0.4,0.4,0.5,2.4,4.3,.428,-0.5,0.4,0.0,-6.1,-0.4,-6.6,-0.6
17852,Harry Giles,1678854,0,22,POR,38,9.2,0.6,.348,3.5,0.3,0.2,0.8,0.5,2.8,12.4,.496,0.1,0.4,0.5,-3.4,-0.2,-3.6,-0.1
17853,Torrey Craig,1678854,0,30,TOT,50,16.1,2.1,.368,3.9,0.5,0.6,1.0,0.5,5.5,14.2,.579,1.1,1.1,2.2,-0.3,0.7,0.3,0.5
17862,Dwayne Bacon,1678854,1824003,25,ORL,72,25.7,2.9,.285,3.1,0.1,0.6,1.3,0.6,10.9,9.9,.490,-0.3,0.9,0.5,-3.5,-1.6,-5.1,-1.4
17863,Sterling Brown,1678854,0,25,HOU,51,24.1,4.2,.423,4.4,0.2,0.7,1.4,0.8,8.2,11.1,.597,1.0,0.8,1.8,-1.7,0.0,-1.7,0.1
17864,Monte Morris,1663861,8333333,25,DEN,47,25.4,2.9,.381,2.0,0.3,0.7,3.2,0.7,10.2,14.0,.574,2.0,0.8,2.9,0.2,-1.1,-0.8,0.4
17865,Gary Trent Jr.,1663861,0,22,TOT,58,31.1,7.4,.385,2.6,0.2,1.0,1.4,0.7,15.3,12.1,.534,1.0,0.7,1.7,-0.6,-2.1,-2.7,-0.3
17874,Sviatoslav Mykhailiuk,1663861,0,23,TOT,66,20.1,4.8,.334,2.5,0.2,0.8,1.7,1.3,8.5,10.4,.529,-0.8,1.1,0.3,-1.9,-0.9,-2.8,-0.3
17883,Mitchell Robinson,1663861,1802057,22,NYK,31,27.5,0.0,0,8.1,1.5,1.1,0.5,0.8,8.3,17.7,.642,1.8,1.7,3.4,-0.3,1.1,0.9,0.6
17884,Kendrick Nunn,1663861,0,25,MIA,56,29.5,5.7,.381,3.2,0.3,0.9,2.6,1.4,14.6,14.2,.596,1.4,1.5,2.9,-0.4,-0.3,-0.6,0.6
17885,Duncan Robinson,1663861,0,26,MIA,72,31.4,8.5,.408,3.5,0.3,0.6,1.8,1.1,13.1,11.0,.628,1.9,1.8,3.7,-0.2,-0.9,-1.1,0.5
17886,Hamidou Diallo,1663861,0,22,TOT,52,23.6,1.6,.341,5.2,0.5,0.8,1.9,1.5,11.6,14.3,.541,0.3,1.3,1.6,-2.2,-0.1,-2.3,-0.1
17895,Jalen Brunson,1663861,1802057,24,DAL,68,25.0,2.9,.405,3.4,0.0,0.5,3.5,1.2,12.6,17.1,.618,3.9,1.1,5.1,1.4,-0.9,0.5,1.1
17896,Isaac Bonga,1663861,0,21,WAS,40,10.8,1.2,.277,1.7,0.2,0.3,0.6,0.6,2.0,4.0,.461,-0.4,0.4,0.0,-5.6,-0.8,-6.4,-0.5
17897,Jarred Vanderbilt,1663861,0,21,MIN,64,17.8,0.1,.200,5.8,0.7,1.0,1.2,0.8,5.4,16.2,.612,1.6,1.5,3.1,-1.6,1.0,-0.6,0.4
17898,Devonte' Graham,1663861,0,25,CHO,55,30.2,8.7,.375,2.7,0.1,0.9,5.4,1.5,14.8,14.6,.552,2.5,0.9,3.4,1.6,-1.1,0.5,1.0
17899,Bruce Brown,1663861,0,24,BRK,65,22.3,0.9,.288,5.4,0.4,0.9,1.6,0.8,8.8,16.1,.604,2.8,1.5,4.4,-0.4,0.1,-0.3,0.6
17900,Drew Eubanks,1620564,1762796,23,SAS,54,14.0,0.0,1.000,4.5,0.9,0.3,0.8,0.8,5.8,17.9,.618,1.2,1.1,2.3,-1.1,1.2,0.0,0.4
17901,Wenyen Gabriel,1620564,1762796,23,NOP,21,11.5,1.5,.406,2.6,0.4,0.4,0.5,0.7,3.4,9.8,.533,0.0,0.3,0.3,-3.2,-0.1,-3.3,-0.1
17902,Terance Mann,1517984,1782621,24,LAC,67,18.9,1.4,.418,3.6,0.2,0.4,1.6,0.6,7.0,13.8,.603,2.4,1.3,3.7,-0.5,0.4,-0.1,0.6
17903,KZ Okpala,1517981,1782621,21,MIA,37,12.1,1.4,.240,1.8,0.3,0.3,0.5,0.4,2.5,5.2,.448,-0.3,0.4,0.1,-6.5,-0.7,-7.2,-0.6
17904,Eric Paschall,1517981,1782621,24,GSW,40,17.4,1.4,.333,3.2,0.2,0.3,1.3,1.1,9.5,13.4,.561,0.2,0.7,0.9,-1.7,-1.5,-3.2,-0.2
17905,Cody Martin,1517981,1782621,25,CHO,52,16.3,1.1,.276,3.1,0.2,0.7,1.7,0.8,4.0,10.6,.500,0.2,0.9,1.1,-2.6,0.3,-2.2,-0.1
17906,Nicolas Claxton,1517981,1782621,21,BRK,32,18.6,0.2,.200,5.2,1.3,0.7,0.9,0.6,6.6,16.9,.612,1.0,0.9,1.9,-0.8,1.1,0.3,0.3
17907,Carsen Edwards,1517981,1782621,22,BOS,31,8.9,2.0,.286,0.8,0.0,0.2,0.5,0.2,4.0,10.2,.527,0.1,0.2,0.3,-2.9,-1.9,-4.8,-0.2
17908,Bruno Fernando,1517981,1782621,22,ATL,33,6.8,0.1,.000,2.4,0.1,0.1,0.3,0.6,1.5,6.2,.475,-0.3,0.3,-0.1,-6.0,-1.0,-7.0,-0.3
17909,Luguentz Dort,1517981,1782621,21,OKC,52,29.7,6.3,.343,3.6,0.4,0.9,1.7,1.5,14.0,10.1,.513,-0.6,1.0,0.3,-2.7,-1.0,-3.7,-0.7
17910,Daniel Gafford,1517981,1782621,22,TOT,54,14.6,0.0,0,4.3,1.4,0.5,0.5,0.8,7.0,22.2,.697,2.1,1.3,3.5,0.9,1.6,2.5,0.9
17919,Chris Silva,1517981,0,24,TOT,15,6.1,0.1,1.000,1.8,0.4,0.1,0.4,0.7,2.1,11.5,.708,0.1,0.1,0.2,-6.2,0.8,-5.5,-0.1
17928,Justin James,1517981,1782621,24,SAC,36,8.6,1.1,.368,0.8,0.1,0.2,0.6,0.4,3.9,11.3,.548,0.1,0.0,0.1,-2.2,-2.3,-4.5,-0.2
17929,Ignas Brazdeikis,1517981,0,22,TOT,13,19.2,2.2,.393,3.5,0.2,0.3,1.3,0.9,7.0,9.5,.510,-0.1,0.1,0.1,-3.9,-1.8,-5.7,-0.2
17945,Isaiah Roby,1517981,1782621,22,OKC,61,23.4,1.8,.294,5.6,0.6,0.9,1.8,1.9,8.7,11.9,.555,-0.3,1.5,1.3,-3.6,0.2,-3.5,-0.5
17946,Talen Horton-Tucker,1517981,0,20,LAL,65,20.1,2.0,.282,2.6,0.3,1.0,2.8,1.6,9.0,12.9,.536,-0.1,2.2,2.1,-2.5,1.3,-1.2,0.3
17947,Jalen Lecque,1517981,0,20,IND,4,3.0,0.3,.000,1.3,0.0,0.0,0.5,0.0,1.3,4.7,.242,-0.1,0.0,-0.1,-6.3,-6.8,-13.1,0.0
17948,Alen Smailagić,1517981,1782621,20,GSW,15,5.6,0.7,.400,1.1,0.3,0.2,0.3,0.3,1.9,8.9,.472,-0.1,0.1,0.0,-4.9,-0.5,-5.4,-0.1
17949,Matt Thomas,1517981,1782621,26,TOT,45,7.2,1.8,.338,1.0,0.0,0.1,0.4,0.3,3.1,9.1,.522,0.0,0.2,0.2,-2.9,-2.3,-5.2,-0.3
17958,Miye Oni,1517981,1782621,23,UTA,54,9.6,1.6,.341,1.6,0.1,0.2,0.5,0.3,1.9,6.4,.517,0.2,0.7,0.9,-3.1,0.9,-2.1,0.0
17959,Terence Davis,1517981,0,23,TOT,61,17.6,4.4,.367,2.5,0.2,0.7,1.4,1.0,8.7,12.7,.555,0.1,0.8,0.8,-1.0,-1.0,-2.0,0.0
17968,Naz Reid,1517981,1782621,21,MIN,70,19.2,2.5,.351,4.6,1.1,0.5,1.0,1.0,11.2,18.2,.599,1.9,1.3,3.2,-0.2,-0.5,-0.6,0.5
17969,Jaylen Nowell,1517981,1782621,21,MIN,42,18.1,3.6,.333,2.3,0.3,0.5,1.5,0.7,9.0,12.3,.528,0.3,0.4,0.7,-1.5,-1.6,-3.1,-0.2
17970,Mychal Mulder,1517981,1782621,26,GSW,60,12.8,3.6,.397,1.0,0.2,0.2,0.4,0.3,5.6,10.8,.613,0.6,0.6,1.2,-0.9,-1.4,-2.3,0.0
17971,Dean Wade,1517981,1782621,24,CLE,63,19.2,3.4,.366,3.4,0.3,0.6,1.2,0.5,6.0,11.3,.573,1.1,0.9,2.0,-1.0,-0.2,-1.2,0.2
17972,Jalen McDaniels,1517981,1782621,23,CHO,47,19.2,2.2,.333,3.6,0.4,0.6,1.1,1.0,7.4,11.4,.554,0.3,0.9,1.2,-2.7,-0.5,-3.3,-0.3
17973,Caleb Martin,1517981,1782621,25,CHO,53,15.4,2.4,.248,2.7,0.2,0.7,1.3,0.6,5.0,9.5,.465,-0.4,0.9,0.5,-3.4,-0.3,-3.7,-0.4
17974,Javonte Green,1517981,0,27,TOT,41,11.5,0.7,.333,1.7,0.1,0.7,0.4,0.5,3.6,12.1,.610,0.5,0.6,1.1,-2.2,1.5,-0.8,0.2
17983,Robert Woodard,1500000,1517981,21,SAC,13,3.5,0.5,.167,1.2,0.2,0.0,0.2,0.1,1.5,12.5,.425,0.0,0.0,0.0,-2.6,-2.7,-5.4,0.0
17984,Jae'Sean Tate,1445967,1517981,25,HOU,70,29.2,2.8,.308,5.3,0.5,1.2,2.5,1.4,11.3,13.8,.576,2.2,1.6,3.8,-1.6,0.4,-1.2,0.4
17985,DaQuan Jeffries,1445697,1701593,23,TOT,31,15.9,2.2,.299,2.3,0.3,0.5,0.7,0.5,4.1,7.9,.514,0.0,0.2,0.3,-3.8,-1.2,-5.0,-0.4
17994,Isaiah Hartenstein,1445697,1701593,22,TOT,46,12.2,0.1,.333,3.9,0.8,0.4,1.2,1.0,5.1,17.9,.583,0.7,0.9,1.6,-2.5,1.1,-1.4,0.1
18003,Kelan Martin,1445697,1701593,25,IND,35,9.2,1.7,.400,2.2,0.3,0.3,0.5,0.5,4.5,13.9,.551,0.1,0.4,0.4,-1.2,-1.0,-2.3,0.0
18004,Paul Watson,1445697,1701593,26,TOR,27,11.0,2.4,.469,1.7,0.1,0.2,0.6,0.3,4.1,10.9,.649,0.4,0.2,0.6,-0.7,-0.7,-1.4,0.0
18005,Vernon Carey Jr.,1350000,1517981,19,CHO,19,6.1,0.4,.143,1.4,0.3,0.1,0.1,0.3,2.4,11.7,.563,0.0,0.1,0.2,-4.4,-1.8,-6.2,-0.1
18006,Xavier Tillman Sr.,1300000,1517981,22,MEM,59,18.4,1.1,.338,4.3,0.6,0.7,1.3,0.8,6.6,14.7,.605,1.4,1.5,2.9,-1.3,0.9,-0.4,0.4
18007,Tyrell Terry,1289846,1517981,20,DAL,11,5.1,0.6,.000,0.5,0.0,0.5,0.5,0.2,1.0,6.0,.318,-0.1,0.1,-0.1,-7.7,2.2,-5.5,-0.1
18008,Ersan İlyasova,1194542,0,33,UTA,17,8.7,2.4,.439,1.7,0.2,0.6,0.2,0.5,3.8,12.1,.578,0.1,0.3,0.4,-2.7,1.5,-1.2,0.0
18009,Jahmi'us Ramsey,1000000,1517981,19,SAC,13,7.2,1.5,.263,0.8,0.1,0.3,0.5,0.2,3.1,10.5,.498,0.0,0.0,0.0,-3.1,-1.6,-4.7,-0.1
18028,Nick Richards,1000000,0,23,CHO,18,3.5,0.1,.000,0.6,0.0,0.0,0.1,0.2,0.8,5.5,.542,0.0,0.0,0.0,-5.8,-2.9,-8.7,-0.1
18029,Glenn Robinson III,930930,0,27,SAC,23,16.0,1.9,.364,2.0,0.1,0.2,0.9,0.5,5.3,9.0,.554,0.3,0.0,0.3,-1.9,-2.8,-4.6,-0.2
18030,Deividas Sirvydis,898310,1517981,20,DET,20,6.7,1.4,.357,1.5,0.0,0.1,0.3,0.3,2.1,5.7,.481,-0.1,0.1,0.0,-4.5,-1.1,-5.6,-0.1
18031,Elijah Hughes,898310,1517981,22,UTA,18,3.6,1.3,.348,0.5,0.1,0.1,0.3,0.3,1.7,8.4,.488,-0.1,0.1,0.0,-1.8,-1.9,-3.7,0.0
18032,Tre Jones,898310,1517981,21,SAS,37,7.3,0.1,.600,0.6,0.0,0.2,1.1,0.4,2.5,12.1,.544,0.2,0.1,0.4,-2.2,-1.2,-3.4,-0.1
18033,CJ Elleby,898310,1517981,20,POR,30,6.4,1.1,.206,1.1,0.1,0.2,0.3,0.2,2.3,9.4,.468,0.0,0.1,0.1,-4.1,-1.5,-5.6,-0.2
18034,Isaiah Joe,898310,1517981,21,PHI,41,9.3,2.6,.368,0.9,0.1,0.3,0.5,0.3,3.7,9.5,.533,0.2,0.4,0.6,-2.2,-1.3,-3.5,-0.1
18035,Jordan Nwora,898310,1517981,22,MIL,30,9.1,2.1,.452,2.0,0.2,0.5,0.2,0.8,5.7,16.1,.586,0.0,0.4,0.4,-0.7,-0.6,-1.3,0.0
18036,Daniel Oturu,898310,1517981,21,LAC,30,5.4,0.2,.200,1.6,0.2,0.1,0.3,0.3,1.8,12.5,.471,0.0,0.2,0.3,-4.0,-1.6,-5.6,-0.1
18037,Sam Merrill,898310,1517981,24,MIL,30,7.8,1.6,.447,1.0,0.0,0.3,0.7,0.3,3.0,11.9,.603,0.3,0.2,0.5,-0.6,-0.8,-1.4,0.0
18038,Anthony Gill,898310,1517981,28,WAS,26,8.4,0.9,.292,2.0,0.2,0.4,0.4,0.3,3.1,13.7,.597,0.3,0.3,0.6,-1.4,0.2,-1.2,0.0
18039,Kenyon Martin Jr.,898310,1517981,20,HOU,45,23.7,2.1,.365,5.4,0.9,0.7,1.1,0.8,9.3,14.6,.590,1.3,0.9,2.2,-1.5,-0.4,-1.8,0.0
18040,Vlatko Čančar,898310,1782621,23,DEN,41,6.9,0.8,.273,1.2,0.0,0.3,0.3,0.3,2.1,9.7,.547,0.0,0.3,0.3,-2.6,-0.1,-2.7,0.0
18073,Shaquille Harrison,770433,0,27,TOT,34,9.8,0.5,.188,1.4,0.1,0.5,0.7,0.3,2.1,6.8,.416,-0.2,0.4,0.2,-5.9,1.3,-4.6,-0.2
18082,Sindarius Thornwell,747435,0,26,TOT,21,10.3,1.1,.304,0.9,0.1,0.6,1.0,0.3,2.0,6.6,.414,-0.2,0.2,0.0,-5.8,0.8,-5.0,-0.2
18091,Khyri Thomas,744684,0,24,HOU,5,30.6,5.4,.333,3.6,1.2,1.8,5.0,1.2,16.4,21.3,.586,0.4,0.1,0.5,2.0,0.3,2.3,0.2
